id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
2232,AAA,2014J,M,London,Lower Than A Level,90-100%,0-35,0,60,Y,Fail
2233,GGG,2014B,M,London,Post Graduate Qualification,0-10%,0-35,0,60,N,Pass
2234,AAA,2014J,M,Wales,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn
2235,EEE,2014B,F,East Anglian,No Formal quals,40-50%,35-55,2,60,N,Pass
2236,FFF,2014J,M,East Anglian,Post Graduate Qualification,50-60%,35-55,0,60,N,Withdrawn
2237,BBB,2014B,M,North West,Lower Than A Level,70-80%,0-35,0,90,N,Pass
2238,BBB,2014B,M,South East,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
2239,DDD,2013B,M,Yorkshire,HE Qualification,10-20%,0-35,0,30,N,Withdrawn
2240,GGG,2013B,M,Scotland,Lower Than A Level,80-90%,0-35,3,60,N,Pass
2241,BBB,2014B,M,London,Lower Than A Level,60-70%,0-35,0,60,N,Fail
2242,EEE,2014J,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
2243,DDD,2013B,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
2244,AAA,2013B,F,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Withdrawn
2245,EEE,2013B,F,Scotland,Lower Than A Level,10-20%,0-35,0,60,N,Distinction
2246,FFF,2014B,M,Wales,Lower Than A Level,50-60%,0-35,3,60,N,Distinction
2247,EEE,2014B,F,South East,HE Qualification,70-80%,0-35,1,120,N,Distinction
2248,BBB,2013B,F,East Anglian,A Level or Equivalent,50-60%,35-55,0,90,N,Withdrawn
2249,BBB,2014J,F,Wales,HE Qualification,40-50%,35-55,0,30,N,Pass
2250,CCC,2014B,M,Wales,HE Qualification,50-60%,35-55,1,90,N,Withdrawn
2251,DDD,2013B,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,Y,Distinction
2252,DDD,2014J,M,Yorkshire,HE Qualification,80-90%,0-35,1,120,N,Distinction
2253,BBB,2014J,F,London,Post Graduate Qualification,80-90%,35-55,0,60,Y,Pass
2254,DDD,2014B,F,Wales,A Level or Equivalent,90-100%,35-55,1,60,N,Fail
2255,CCC,2014J,F,London,Lower Than A Level,0-10%,0-35,0,30,Y,Distinction
2256,EEE,2014B,F,Scotland,HE Qualification,30-40%,35-55,1,120,N,Fail
2257,FFF,2013B,F,Scotland,Lower Than A Level,80-90%,55<=,1,120,N,Fail
2258,EEE,2013B,M,East Anglian,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
2259,AAA,2013B,M,Yorkshire,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
2260,GGG,2013B,F,Yorkshire,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
2261,AAA,2014B,F,South East,A Level or Equivalent,40-50%,35-55,1,90,N,Distinction
2262,GGG,2014B,F,Yorkshire,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
2263,AAA,2014B,F,Yorkshire,Lower Than A Level,50-60%,0-35,3,30,N,Pass
2264,DDD,2014J,F,London,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
2265,AAA,2013B,M,East Anglian,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
2266,AAA,2014J,F,London,Post Graduate Qualification,10-20%,0-35,1,60,N,Pass
2267,EEE,2013B,M,Scotland,A Level or Equivalent,70-80%,35-55,1,90,N,Withdrawn
2268,FFF,2014J,M,South East,HE Qualification,20-30%,0-35,0,120,N,Pass
2269,AAA,2013B,M,North West,HE Qualification,0-10%,0-35,1,60,N,Pass
2270,GGG,2013B,M,South East,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn
2271,CCC,2013B,M,Wales,HE Qualification,0-10%,0-35,0,90,N,Withdrawn
2272,CCC,2013B,F,Wales,Lower Than A Level,10-20%,35-55,0,60,N,Pass
2273,CCC,2014J,F,Yorkshire,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction
2274,DDD,2014B,M,Yorkshire,No Formal quals,30-40%,0-35,0,60,N,Pass
2275,BBB,2013B,M,North West,HE Qualification,90-100%,35-55,0,120,N,Pass
2276,CCC,2014B,M,South East,A Level or Equivalent,10-20%,0-35,2,60,N,Fail
2277,BBB,2014B,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
2278,AAA,2014J,M,North West,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
2279,CCC,2014J,M,South East,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2280,EEE,2014J,M,South East,Lower Than A Level,30-40%,0-35,0,60,N,Fail
2281,FFF,2013B,F,South East,Lower Than A Level,0-10%,0-35,0,60,N,Pass
2282,CCC,2014B,M,Yorkshire,HE Qualification,30-40%,0-35,2,90,Y,Withdrawn
2283,CCC,2014B,F,North West,HE Qualification,60-70%,35-55,2,60,N,Pass
2284,FFF,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
2285,EEE,2014J,F,East Anglian,HE Qualification,10-20%,35-55,0,60,N,Fail
2286,FFF,2014J,F,South East,Lower Than A Level,30-40%,35-55,0,30,N,Distinction
2287,GGG,2014J,M,London,A Level or Equivalent,60-70%,35-55,0,30,N,Withdrawn
2288,FFF,2013B,M,North West,Lower Than A Level,70-80%,0-35,0,60,N,Fail
2289,GGG,2014B,F,London,No Formal quals,30-40%,0-35,2,90,N,Fail
2290,CCC,2014J,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2291,CCC,2013B,F,Wales,Post Graduate Qualification,80-90%,35-55,0,90,N,Pass
2292,CCC,2014J,M,East Anglian,Lower Than A Level,30-40%,35-55,3,120,N,Fail
2293,BBB,2013B,F,North West,HE Qualification,50-60%,55<=,0,30,N,Fail
2294,FFF,2013B,M,Wales,Lower Than A Level,40-50%,0-35,0,90,Y,Pass
2295,FFF,2013B,F,East Anglian,A Level or Equivalent,60-70%,0-35,1,30,N,Withdrawn
2296,FFF,2014J,F,North West,Lower Than A Level,30-40%,35-55,0,30,N,Pass
2297,BBB,2014J,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
2298,DDD,2014J,M,South East,Post Graduate Qualification,40-50%,35-55,0,30,N,Fail
2299,BBB,2013B,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass
2300,GGG,2014J,M,East Anglian,Lower Than A Level,50-60%,0-35,0,90,N,Pass
2301,BBB,2013B,F,Wales,HE Qualification,90-100%,0-35,1,60,N,Distinction
2302,BBB,2013B,F,London,No Formal quals,30-40%,35-55,0,60,N,Withdrawn
2303,DDD,2013B,M,North West,Lower Than A Level,80-90%,55<=,0,90,N,Fail
2304,GGG,2013B,M,Yorkshire,Lower Than A Level,40-50%,0-35,3,90,N,Withdrawn
2305,GGG,2014B,M,Scotland,Post Graduate Qualification,10-20%,0-35,3,90,N,Fail
2306,AAA,2014J,M,Yorkshire,HE Qualification,40-50%,35-55,1,60,N,Withdrawn
2307,CCC,2013B,M,Yorkshire,HE Qualification,40-50%,35-55,1,60,N,Fail
2308,BBB,2013B,F,North West,Lower Than A Level,0-10%,35-55,2,60,N,Withdrawn
2309,CCC,2014B,M,North West,Post Graduate Qualification,40-50%,0-35,1,60,Y,Fail
2310,DDD,2013B,M,Scotland,Lower Than A Level,10-20%,0-35,0,30,N,Fail
2311,BBB,2014J,F,London,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
2312,AAA,2014B,F,Yorkshire,HE Qualification,50-60%,35-55,0,120,N,Fail
2313,DDD,2014B,M,London,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
2314,AAA,2013B,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
2315,BBB,2014J,M,Yorkshire,Post Graduate Qualification,50-60%,0-35,0,30,N,Pass
2316,AAA,2014J,M,North West,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction
2317,AAA,2014J,M,London,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
2318,DDD,2014B,M,Yorkshire,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
2319,FFF,2013B,F,Scotland,Post Graduate Qualification,10-20%,0-35,0,90,N,Distinction
2320,FFF,2013B,F,South East,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
2321,AAA,2013B,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
2322,AAA,2014B,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
2323,CCC,2013B,F,East Anglian,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
2324,EEE,2013B,F,East Anglian,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
2325,FFF,2013B,M,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass
2326,FFF,2013B,F,South East,HE Qualification,60-70%,55<=,0,60,N,Pass
2327,CCC,2013B,M,Wales,A Level or Equivalent,40-50%,35-55,1,60,Y,Fail
2328,BBB,2014B,F,Yorkshire,A Level or Equivalent,60-70%,35-55,1,120,N,Withdrawn
2329,AAA,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,3,30,N,Fail
2330,BBB,2014B,M,Yorkshire,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
2331,AAA,2013B,F,North West,Lower Than A Level,0-10%,55<=,0,120,N,Pass
2332,GGG,2014B,F,Yorkshire,HE Qualification,40-50%,0-35,0,60,N,Distinction
2333,BBB,2013B,F,Wales,HE Qualification,50-60%,35-55,0,90,N,Fail
2334,FFF,2014B,F,North West,Lower Than A Level,20-30%,35-55,0,120,N,Pass
2335,DDD,2013B,F,London,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction
2336,DDD,2014B,M,Yorkshire,HE Qualification,30-40%,0-35,2,30,N,Fail
2337,DDD,2014J,M,Yorkshire,HE Qualification,70-80%,0-35,0,30,N,Fail
2338,FFF,2014B,F,Yorkshire,Post Graduate Qualification,90-100%,0-35,0,30,N,Withdrawn
2339,AAA,2014J,M,Wales,HE Qualification,80-90%,55<=,3,60,N,Pass
2340,AAA,2014B,M,North West,No Formal quals,60-70%,35-55,0,30,N,Withdrawn
2341,CCC,2014J,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
2342,CCC,2014J,F,South East,HE Qualification,80-90%,35-55,0,90,N,Withdrawn
2343,DDD,2014B,M,East Anglian,HE Qualification,90-100%,0-35,0,60,N,Pass
2344,FFF,2014B,F,Wales,No Formal quals,70-80%,0-35,0,60,N,Withdrawn
2345,EEE,2014B,F,Wales,HE Qualification,90-100%,0-35,0,30,N,Pass
2346,BBB,2013B,M,East Anglian,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
2347,CCC,2013B,F,Scotland,HE Qualification,10-20%,0-35,0,60,N,Fail
2348,FFF,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
2349,BBB,2014B,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Fail
2350,DDD,2014J,F,Wales,Lower Than A Level,90-100%,0-35,0,90,N,Fail
2351,DDD,2014B,F,South East,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
2352,FFF,2013B,F,London,A Level or Equivalent,80-90%,0-35,1,90,N,Pass
2353,FFF,2014B,M,Yorkshire,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
2354,DDD,2014B,F,Yorkshire,HE Qualification,80-90%,55<=,0,60,N,Pass
2355,CCC,2014B,M,London,Lower Than A Level,0-10%,0-35,0,60,N,Pass
2356,CCC,2014J,M,Scotland,A Level or Equivalent,90-100%,55<=,0,90,N,Fail
2357,CCC,2014B,F,Scotland,HE Qualification,20-30%,35-55,1,120,N,Fail
2358,BBB,2013B,F,London,No Formal quals,50-60%,35-55,3,60,N,Distinction
2359,EEE,2013B,M,East Anglian,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
2360,BBB,2014J,F,Wales,HE Qualification,70-80%,35-55,0,90,N,Fail
2361,EEE,2014B,F,South East,HE Qualification,20-30%,0-35,0,60,N,Fail
2362,FFF,2014B,F,Yorkshire,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
2363,GGG,2013B,F,London,HE Qualification,50-60%,35-55,0,60,N,Pass
2364,AAA,2014J,M,South East,HE Qualification,70-80%,0-35,0,30,N,Withdrawn
2365,FFF,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,1,60,N,Fail
2366,AAA,2014J,F,Wales,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
2367,CCC,2014J,F,Wales,HE Qualification,60-70%,0-35,1,60,N,Pass
2368,BBB,2014J,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
2369,BBB,2013B,M,Wales,Lower Than A Level,80-90%,35-55,2,60,N,Distinction
2370,BBB,2014B,F,Yorkshire,A Level or Equivalent,40-50%,0-35,1,30,N,Pass
2371,AAA,2014B,F,North West,No Formal quals,40-50%,35-55,0,90,N,Pass
2372,FFF,2014J,M,London,HE Qualification,70-80%,35-55,0,60,N,Pass
2373,AAA,2014J,M,Yorkshire,HE Qualification,70-80%,0-35,0,90,N,Withdrawn
2374,CCC,2013B,F,South East,HE Qualification,80-90%,0-35,0,60,N,Pass
2375,EEE,2014J,M,Scotland,HE Qualification,50-60%,55<=,0,90,N,Distinction
2376,GGG,2013B,M,Yorkshire,A Level or Equivalent,60-70%,55<=,2,30,Y,Fail
2377,FFF,2014J,M,London,HE Qualification,0-10%,0-35,1,60,N,Withdrawn
2378,AAA,2014J,M,Wales,A Level or Equivalent,40-50%,0-35,2,60,N,Fail
2379,GGG,2013B,F,North West,Post Graduate Qualification,20-30%,0-35,0,90,N,Pass
2380,EEE,2014B,M,South East,Lower Than A Level,80-90%,35-55,0,60,N,Pass
2381,BBB,2014B,M,North West,Lower Than A Level,10-20%,0-35,0,30,N,Distinction
2382,DDD,2014J,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
2383,GGG,2014J,F,Scotland,Lower Than A Level,80-90%,0-35,0,90,N,Pass
2384,CCC,2013B,F,South East,A Level or Equivalent,40-50%,55<=,0,60,N,Pass
2385,BBB,2014J,M,South East,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
2386,GGG,2013B,F,Scotland,HE Qualification,50-60%,35-55,0,90,N,Distinction
2387,GGG,2014B,F,South East,HE Qualification,60-70%,0-35,0,30,N,Distinction
2388,GGG,2013B,F,East Anglian,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
2389,GGG,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,1,90,N,Withdrawn
2390,GGG,2014B,M,London,HE Qualification,60-70%,55<=,1,30,N,Withdrawn
2391,DDD,2013B,F,London,HE Qualification,90-100%,35-55,0,60,N,Pass
2392,BBB,2013B,M,East Anglian,Lower Than A Level,30-40%,0-35,0,60,N,Pass
2393,EEE,2014J,M,London,HE Qualification,30-40%,0-35,0,60,N,Pass
2394,BBB,2014B,M,East Anglian,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
2395,DDD,2014B,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Fail
2396,EEE,2014J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Distinction
2397,GGG,2013B,M,East Anglian,Lower Than A Level,30-40%,0-35,2,60,N,Distinction
2398,CCC,2014J,F,Wales,HE Qualification,90-100%,35-55,0,30,N,Withdrawn
2399,BBB,2013B,F,London,HE Qualification,70-80%,0-35,0,60,N,Pass
2400,FFF,2014J,M,London,No Formal quals,40-50%,35-55,0,30,N,Withdrawn
2401,AAA,2013B,F,East Anglian,A Level or Equivalent,80-90%,35-55,2,120,Y,Fail
2402,DDD,2013B,F,London,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction
2403,FFF,2013B,M,Scotland,A Level or Equivalent,80-90%,0-35,2,30,N,Withdrawn
2404,DDD,2014B,F,Scotland,HE Qualification,40-50%,35-55,1,90,N,Distinction
2405,CCC,2014J,M,North West,A Level or Equivalent,20-30%,35-55,1,30,N,Pass
2406,FFF,2014J,F,Scotland,A Level or Equivalent,10-20%,0-35,0,60,N,Pass
2407,CCC,2014J,M,London,HE Qualification,80-90%,55<=,0,120,N,Distinction
2408,EEE,2013B,M,South East,HE Qualification,70-80%,35-55,1,90,N,Distinction
2409,DDD,2014J,M,London,A Level or Equivalent,70-80%,0-35,3,60,N,Distinction
2410,AAA,2014B,F,Wales,HE Qualification,0-10%,0-35,1,60,N,Pass
2411,DDD,2013B,F,Yorkshire,HE Qualification,90-100%,0-35,2,60,N,Pass
2412,AAA,2014J,F,South East,A Level or Equivalent,10-20%,0-35,0,60,N,Fail
2413,GGG,2014J,F,London,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
2414,EEE,2013B,F,South East,A Level or Equivalent,90-100%,35-55,0,30,Y,Withdrawn
2415,CCC,2014B,M,Wales,HE Qualification,20-30%,0-35,0,90,N,Pass
2416,DDD,2014J,F,Yorkshire,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
2417,EEE,2014J,F,East Anglian,Lower Than A Level,80-90%,0-35,0,90,N,Fail
2418,BBB,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
2419,CCC,2014J,F,South East,Lower Than A Level,10-20%,35-55,0,60,N,Pass
2420,CCC,2013B,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
2421,BBB,2014B,M,Yorkshire,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
2422,FFF,2013B,F,London,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
2423,AAA,2014J,F,Scotland,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction
2424,FFF,2014J,F,North West,Post Graduate Qualification,60-70%,0-35,1,90,N,Pass
2425,CCC,2013B,M,South East,HE Qualification,0-10%,0-35,0,90,N,Distinction
2426,DDD,2014B,F,South East,HE Qualification,30-40%,55<=,0,60,N,Distinction
2427,BBB,2013B,M,Wales,Post Graduate Qualification,80-90%,35-55,0,60,N,Fail
2428,CCC,2014J,F,Scotland,HE Qualification,30-40%,35-55,0,120,N,Pass
2429,FFF,2013B,F,London,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
2430,BBB,2014B,M,East Anglian,HE Qualification,50-60%,35-55,1,60,Y,Pass
2431,AAA,2013B,F,East Anglian,No Formal quals,90-100%,35-55,0,90,N,Fail
2432,DDD,2014J,M,North West,HE Qualification,60-70%,0-35,1,30,N,Fail
2433,BBB,2013B,F,North West,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
2434,CCC,2014B,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
2435,DDD,2013B,F,Wales,No Formal quals,20-30%,0-35,1,60,N,Fail
2436,DDD,2014B,F,Yorkshire,No Formal quals,30-40%,55<=,1,60,N,Pass
2437,EEE,2014J,M,North West,Lower Than A Level,70-80%,35-55,0,30,N,Pass
2438,EEE,2014J,F,South East,HE Qualification,80-90%,0-35,0,90,N,Withdrawn
2439,FFF,2013B,F,London,A Level or Equivalent,10-20%,0-35,0,60,N,Withdrawn
2440,AAA,2014J,M,South East,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass
2441,CCC,2013B,M,London,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
2442,AAA,2014J,F,Yorkshire,Post Graduate Qualification,30-40%,0-35,0,60,N,Fail
2443,AAA,2014J,F,East Anglian,Lower Than A Level,10-20%,55<=,0,30,N,Pass
2444,BBB,2013B,F,London,HE Qualification,0-10%,55<=,3,60,N,Fail
2445,EEE,2014B,M,Wales,HE Qualification,50-60%,55<=,0,120,N,Pass
2446,GGG,2014J,F,South East,HE Qualification,60-70%,0-35,2,60,N,Distinction
2447,FFF,2013B,M,East Anglian,Lower Than A Level,0-10%,35-55,0,90,N,Fail
2448,EEE,2013B,M,London,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
2449,FFF,2014B,M,East Anglian,HE Qualification,50-60%,0-35,0,30,N,Fail
2450,BBB,2014J,M,Scotland,Lower Than A Level,0-10%,0-35,0,90,N,Pass
2451,FFF,2013B,M,Wales,HE Qualification,80-90%,0-35,0,60,N,Distinction
2452,GGG,2014B,F,East Anglian,A Level or Equivalent,10-20%,0-35,0,90,N,Distinction
2453,AAA,2014J,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
2454,DDD,2013B,F,Scotland,A Level or Equivalent,60-70%,35-55,1,30,N,Fail
2455,FFF,2013B,F,East Anglian,HE Qualification,80-90%,55<=,0,30,Y,Fail
2456,DDD,2013B,M,North West,Lower Than A Level,80-90%,0-35,0,60,N,Pass
2457,FFF,2014B,M,East Anglian,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
2458,GGG,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Pass
2459,DDD,2013B,F,Wales,No Formal quals,30-40%,0-35,0,90,N,Distinction
2460,AAA,2014B,M,South East,HE Qualification,30-40%,55<=,0,90,N,Pass
2461,CCC,2014J,M,Yorkshire,HE Qualification,30-40%,0-35,1,60,N,Pass
2462,BBB,2014J,M,Yorkshire,HE Qualification,20-30%,0-35,3,30,N,Withdrawn
2463,DDD,2014J,F,Yorkshire,Lower Than A Level,20-30%,0-35,0,90,N,Distinction
2464,EEE,2014J,M,Wales,HE Qualification,90-100%,35-55,0,30,N,Withdrawn
2465,DDD,2014B,M,Scotland,Post Graduate Qualification,80-90%,0-35,3,30,Y,Withdrawn
2466,BBB,2013B,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
2467,CCC,2013B,M,South East,Lower Than A Level,50-60%,35-55,0,120,N,Pass
2468,EEE,2014B,F,North West,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
2469,AAA,2014B,M,South East,Lower Than A Level,60-70%,35-55,0,30,N,Withdrawn
2470,BBB,2014J,M,Yorkshire,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
2471,GGG,2013B,M,Yorkshire,A Level or Equivalent,40-50%,0-35,2,90,N,Pass
2472,AAA,2014J,F,South East,Lower Than A Level,50-60%,0-35,0,60,N,Pass
2473,CCC,2013B,F,Yorkshire,HE Qualification,90-100%,0-35,0,30,N,Withdrawn
2474,BBB,2014B,M,North West,Post Graduate Qualification,90-100%,0-35,0,60,Y,Pass
2475,AAA,2014B,F,Yorkshire,Lower Than A Level,20-30%,35-55,0,60,N,Pass
2476,CCC,2014J,M,Wales,Lower Than A Level,20-30%,0-35,2,60,N,Distinction
2477,DDD,2014J,F,Yorkshire,HE Qualification,20-30%,0-35,2,60,Y,Distinction
2478,BBB,2013B,M,South East,HE Qualification,0-10%,35-55,1,60,Y,Pass
2479,AAA,2014J,M,South East,HE Qualification,60-70%,35-55,0,60,N,Pass
2480,AAA,2014J,M,London,A Level or Equivalent,40-50%,35-55,1,60,N,Pass
2481,EEE,2013B,M,Yorkshire,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
2482,GGG,2014J,F,Scotland,No Formal quals,20-30%,0-35,0,30,N,Fail
2483,BBB,2013B,F,South East,No Formal quals,50-60%,0-35,0,90,N,Fail
2484,CCC,2014B,F,East Anglian,HE Qualification,80-90%,0-35,0,120,N,Fail
2485,CCC,2013B,M,Scotland,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn
2486,CCC,2013B,F,East Anglian,HE Qualification,50-60%,0-35,1,60,N,Withdrawn
2487,BBB,2014B,M,East Anglian,HE Qualification,10-20%,55<=,2,90,N,Pass
2488,AAA,2014J,F,South East,HE Qualification,20-30%,35-55,0,90,Y,Pass
2489,DDD,2014B,F,North West,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
2490,CCC,2014B,F,Yorkshire,Post Graduate Qualification,70-80%,35-55,0,30,N,Pass
2491,CCC,2014B,M,Wales,HE Qualification,80-90%,0-35,0,30,N,Withdrawn
2492,BBB,2013B,F,South East,HE Qualification,50-60%,55<=,0,30,N,Withdrawn
2493,GGG,2013B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
2494,EEE,2013B,F,Wales,A Level or Equivalent,50-60%,35-55,0,90,N,Pass
2495,CCC,2013B,F,East Anglian,HE Qualification,80-90%,35-55,0,60,N,Pass
2496,BBB,2014J,F,South East,Lower Than A Level,10-20%,0-35,3,90,Y,Pass
2497,FFF,2014B,F,East Anglian,Post Graduate Qualification,80-90%,35-55,1,60,N,Pass
2498,GGG,2013B,M,London,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
2499,AAA,2014B,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,30,N,Pass
2500,GGG,2014B,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
2501,EEE,2013B,F,London,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn
2502,AAA,2014J,F,South East,Lower Than A Level,80-90%,35-55,1,120,N,Pass
2503,FFF,2014J,F,Wales,A Level or Equivalent,10-20%,0-35,0,60,N,Withdrawn
2504,AAA,2014J,F,East Anglian,A Level or Equivalent,70-80%,35-55,0,30,N,Fail
2505,AAA,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,Fail
2506,AAA,2014B,M,South East,Lower Than A Level,50-60%,0-35,1,60,N,Withdrawn
2507,DDD,2014J,F,London,HE Qualification,40-50%,55<=,1,60,N,Pass
2508,EEE,2014B,F,North West,HE Qualification,0-10%,0-35,0,120,N,Pass
2509,CCC,2013B,F,Scotland,A Level or Equivalent,90-100%,35-55,3,60,N,Fail
2510,AAA,2013B,M,South East,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
2511,BBB,2014J,F,Yorkshire,HE Qualification,60-70%,55<=,0,90,N,Distinction
2512,FFF,2014B,F,Scotland,HE Qualification,10-20%,0-35,1,60,N,Withdrawn
2513,GGG,2014J,M,London,Post Graduate Qualification,70-80%,0-35,0,60,N,Pass
2514,FFF,2013B,F,London,A Level or Equivalent,90-100%,35-55,0,120,N,Distinction
2515,AAA,2014B,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2516,FFF,2013B,M,North West,Lower Than A Level,20-30%,35-55,0,60,N,Fail
2517,EEE,2013B,F,North West,Lower Than A Level,10-20%,35-55,0,120,N,Distinction
2518,DDD,2013B,F,South East,HE Qualification,30-40%,35-55,0,60,N,Distinction
2519,BBB,2013B,F,Yorkshire,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn
2520,GGG,2014B,F,Yorkshire,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
2521,DDD,2013B,F,South East,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
2522,AAA,2013B,F,Yorkshire,Lower Than A Level,50-60%,0-35,1,60,N,Fail
2523,BBB,2014J,F,Scotland,HE Qualification,90-100%,35-55,2,90,N,Pass
2524,CCC,2013B,F,South East,A Level or Equivalent,60-70%,0-35,0,120,N,Fail
2525,AAA,2014B,M,Yorkshire,HE Qualification,40-50%,0-35,0,90,N,Fail
2526,CCC,2014J,F,London,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
2527,DDD,2014J,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass
2528,GGG,2013B,M,London,Lower Than A Level,70-80%,0-35,0,60,N,Pass
2529,AAA,2013B,M,North West,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn
2530,EEE,2014J,F,South East,HE Qualification,90-100%,35-55,0,60,Y,Pass
2531,GGG,2014B,F,South East,Lower Than A Level,50-60%,0-35,2,60,N,Withdrawn
2532,FFF,2014B,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,Pass
2533,GGG,2014B,F,Yorkshire,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
2534,BBB,2014B,M,North West,A Level or Equivalent,50-60%,35-55,1,30,N,Withdrawn
